module	true_delta_mean_logratio_S_minus_M	n_random_modules	empirical_p_abs_delta	empirical_p_directional_delta	same_direction_fraction	matching_method
overall_fermentation	-0.387102591098	5000	0.23475304939	0.000199960007998	0	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles
