cohort	membership	module	contrast	true_delta_mean	n_random_modules	random_delta_min	random_delta_q025	random_delta_q25	random_delta_median	random_delta_q75	random_delta_q975	random_delta_max	random_abs_delta_q95	exact_bin_match_fraction	relaxed_mean_prevalence_match_fraction	global_fallback_fraction
LoombaR_2017	conservative	overall_fermentation	F3_F4_minus_F0_F2	-0.3315880825525026	5000	-0.4997828129091726	-0.4131579426363102	-0.24558516862390722	-0.1639744806930996	0.0016255137371656847	0.15851584791834414	0.2431188696727853	0.37811593821918776	0.8	0.2	0.0
LoombaR_2017	expanded	overall_fermentation	F3_F4_minus_F0_F2	-0.19674520824622377	5000	-0.3568699717172281	-0.27618187787763193	-0.15344148463666274	-0.08472652300636341	0.046109792023405705	0.173910992744018	0.25708830034548225	0.24747357991287453	0.8333333333333334	0.16666666666666666	0.0
