feature	SID0002_gti	SID0004_cle	SID0005_aaf	SID0006_evh	SID0008_kcu	SID0009_rhg	SID0011_vkb	SID0012_qdz	SID0013_eop	SID0014_cps	SID0017_mqf	SID0018_fze	SID0020_jhi	SID1003_aac	SID1005_aae	SID1006_aaf	SID1009_aai	SID1011_aak	SID1012_aal	SID1014_aan	SID1015_aao	SID1019_aas	SID1022_aav	SID1030_bad	SID1035_bai	SID1037_bak	SID1040_ban	SID1041_bao	SID1048_bav	SID1049_baw	SID1050_bax	SID1052_baz	SID1053_bba	SID1054_bbb	SID5012_fio	SID5016_ish	SID5039_iqx	SID5049_uhx	SID5161_prh	SID5208_byt	SID5338_ihq	SID5355_yse	SID5362_xgk	SID5376_qdo	SID5390_yff	SID5391_rvn	SID5395_kej	SID5397_okf	SID5401_alw	SID5442_twn	SID5443_cul	SID5445_vub	SID5447_cka	SID5450_zsn	SID5458_vgp	SID5460_gix	SID5464_cib	SID5468_vbl	SID5473_irg	SID5486_yds	SID5488_wmq	SID5489_bgj	SID5490_ggo	SID5495_pls	SID5501_aaq	SID5561_vwa	SID5564_meq	SID5566_wwo	SID5570_qby	SID5571_lgi	SID5572_xty	SID5574_yeb	SID5577_ytn	SID5578_fjg	SID5579_bce	SID5581_yad	SID5584_vix	SID5625_bnh	SID5627_irb	SID5629_hiu	SID5630_kod	SID5631_soh	SID5634_lel	SID5636_prt	SID5639_uuc	SID5640_ijm
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	0.000491881	0.000418842	0.000463471	0.000327104	0.000429764	0.000431513	0.000262385	0.000352495	0.000142341	0.000178888	0.000266889	0.00030346	0.000379921	0.000217488	0.000216258	0.000130346	0.000381331	0.000427667	0.000110121	0.000259497	0.0003827	0.000191208	0.000146498	0.000164169	0.000220349	0.000245962	0.00032733	0.000459149	0.000379159	0.000531504	0.000422538	0.000427003	0.000384866	0.00042217	0.000330134	0.000437135	0.000257896	0.00017999	0.000293856	0.000402033	0.000208329	0.000196931	0.00038188	0.000391388	0.000108526	0.000340343	0.00025588	0.000387547	0.000385656	0.000296344	0.000292738	0.000206238	0.00026574	0.000338716	0.000185304	5.72404e-05	0.000380762	0.000220378	0.000509296	0.000310354	0.000350002	0.000291689	0.000453676	0.000280953	0.000205215	0.000211896	0.000322213	0.000394448	0.000292221	0.000303611	0.00028274	0.000212712	0.000402976	0.000299916	0.000402144	0.00010594	0.000434023	0.000382871	0.000181321	0.000569561	0.000178033	0.000535192	0.000465408	0.000301381	0.000347897	0.00026735
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	0.00038432	0.000350615	0.000462814	0.000364706	0.000363727	0.000321959	0.000320389	0.000373783	0.000174736	0.000335872	0.00036949	0.000326224	0.000354335	0.000324363	0.000302074	0.000133035	0.000411435	0.000392972	0.00015231	0.000280631	0.000317168	0.000414104	0.00022562	0.000400232	0.00030969	0.000329738	0.000322766	0.000363821	0.000278444	0.000418121	0.000590719	0.000512401	0.00036601	0.000461285	0.000313632	0.000353629	0.000294179	0.000255563	0.000280844	0.000328619	0.000177821	0.000272116	0.000361415	0.000384584	0.000332953	0.000598758	0.000350442	0.000386244	0.000274592	0.000236842	0.000358774	0.000208469	0.000296815	0.000301302	0.000317095	0.0003035	0.000218505	0.000306105	0.000375864	0.000366352	0.000296039	0.000324269	0.000322197	0.000272439	0.000324418	0.000356233	0.000530444	0.000299856	0.000276893	0.000299148	0.000255519	0.000349329	0.000360234	0.000353832	0.000333406	0.000152518	0.000361369	0.000362164	0.000302626	0.000380134	0.000208825	0.000475148	0.000308536	0.000321552	0.000380876	0.000316906
PWY-7111: pyruvate fermentation to isobutanol (engineered)	0.00038432	0.000350615	0.000442765	0.000364706	0.000363727	0.000321959	0.00036295	0.000373783	0.000174736	0.000458353	0.000425211	0.000411098	0.000354335	0.000324363	0.000286659	0.000154703	0.000431513	0.000386146	0.00015231	0.000280631	0.000317168	0.000471336	0.000275615	0.000400232	0.00030969	0.000329738	0.000322766	0.000363821	0.000278444	0.000412999	0.000590719	0.000486744	0.00036601	0.000461285	0.000313632	0.000353629	0.000294179	0.000255563	0.000280844	0.000328619	0.00020777	0.000272116	0.000361415	0.000384584	0.000424317	0.000598758	0.000441821	0.000386244	0.000274592	0.000236842	0.000358774	0.000208469	0.000296815	0.000301302	0.000382835	0.000426333	0.00020685	0.000306105	0.000375864	0.00038632	0.000296039	0.000324269	0.000349639	0.000272439	0.000324418	0.000356233	0.000530444	0.000299856	0.000371753	0.000299148	0.000255519	0.000349329	0.000360234	0.000353832	0.000333406	0.000152518	0.000361369	0.000321818	0.000302626	0.000380134	0.000221792	0.00041082	0.000308536	0.000317605	0.000380876	0.000348181
VALSYN-PWY: L-valine biosynthesis	0.00038432	0.000350615	0.000462814	0.000364706	0.000363727	0.000321959	0.000320389	0.000373783	0.000174736	0.000335872	0.00036949	0.000326224	0.000354335	0.000324363	0.000302074	0.000133035	0.000411435	0.000392972	0.00015231	0.000280631	0.000317168	0.000414104	0.00022562	0.000400232	0.00030969	0.000329738	0.000322766	0.000363821	0.000278444	0.000418121	0.000590719	0.000512401	0.00036601	0.000461285	0.000313632	0.000353629	0.000294179	0.000255563	0.000280844	0.000328619	0.000177821	0.000272116	0.000361415	0.000384584	0.000332953	0.000598758	0.000350442	0.000386244	0.000274592	0.000236842	0.000358774	0.000208469	0.000296815	0.000301302	0.000317095	0.0003035	0.000218505	0.000306105	0.000375864	0.000366352	0.000296039	0.000324269	0.000322197	0.000272439	0.000324418	0.000356233	0.000530444	0.000299856	0.000276893	0.000299148	0.000255519	0.000349329	0.000360234	0.000353832	0.000333406	0.000152518	0.000361369	0.000362164	0.000302626	0.000380134	0.000208825	0.000475148	0.000308536	0.000321552	0.000380876	0.000316906
PWY-1042: glycolysis IV (plant cytosol)	0.000384101	0.000389497	0.000542494	0.000411544	0.000406117	0.00033138	0.000413222	0.000366406	0.000199112	0.000313293	0.000318369	0.00028119	0.000332726	0.00028765	0.000282487	0.000176011	0.000542377	0.000424417	0.000147268	0.00029699	0.000283751	0.000419674	0.000280438	0.000407931	0.000288422	0.000326357	0.000378673	0.000463891	0.000248791	0.000405478	0.000370135	0.00047312	0.000416594	0.000517574	0.000361825	0.000304	0.00029788	0.000219027	0.00027842	0.000410809	0.000196094	0.000300199	0.000367911	0.000427368	0.000329451	0.000527427	0.000720436	0.000366347	0.000272786	0.000284768	0.000386592	0.000190663	0.000317997	0.000339529	0.00029265	0.000366555	0.000211155	0.000295971	0.000454451	0.000390164	0.000344739	0.000268867	0.000350286	0.000284735	0.00031584	0.000275553	0.000455738	0.000323257	0.00031403	0.000348517	0.000302367	0.000338955	0.000364993	0.00041153	0.000392003	0.000151303	0.000429065	0.000452454	0.000303436	0.000320353	0.000258617	0.000610879	0.000393387	0.000355675	0.00040033	0.000277638
PWY-6609: adenine and adenosine salvage III	0.00037367	0.000278314	0.000476198	0.00033157	0.000400891	0.00031842	0.000308771	0.000389593	0.000171917	0.000180733	0.000312616	0.000161198	0.000340532	0.000329697	0.000215129	0.000222225	0.000509883	0.000410326	0.000157252	0.000204259	0.000279599	0.00041079	0.000235983	0.000328764	0.000195947	0.000303248	0.000323616	0.000344787	0.000262244	0.00037246	0.000667055	0.000232539	0.000370465	0.000398747	0.000276116	0.000266833	0.00021883	0.000215417	0.000236306	0.000302271	0.000211011	0.000333732	0.000355165	0.00032468	0.000245064	0.000304964	0.000246784	0.00032863	0.000308434	0.000229025	0.000374227	0.000159946	0.000288389	0.000319437	0.000248426	0.000273749	0.000192733	0.000331954	0.000424173	0.000415221	0.000329	0.000282847	0.000352542	0.000270168	0.000276579	0.000225667	0.000507082	0.000341184	0.000221693	0.00031623	0.000240594	0.000386002	0.000335765	0.00028595	0.000344875	0.000127876	0.00033647	0.000430584	0.000188669	0.000292405	0.000257136	0.000543473	0.000321479	0.000341553	0.00038367	0.000255207
PWY-7219: adenosine ribonucleotides de novo biosynthesis	0.000364267	0.000284041	0.000429701	0.000366989	0.000402099	0.000352644	0.000286889	0.000419784	0.000176611	0.000227625	0.000272395	0.000224656	0.000314589	0.000331872	0.000261496	0.000121839	0.000449763	0.000376242	0.000169626	0.000249936	0.000299653	0.000367192	0.000211311	0.000406978	0.000214227	0.00031898	0.00035181	0.000466251	0.000230083	0.0003963	0.000518248	0.000468668	0.00038219	0.00044131	0.000326853	0.00029937	0.000289286	0.000248054	0.000259406	0.000353939	0.000190608	0.000341439	0.000376749	0.000341231	0.000246562	0.000497699	0.000311242	0.000397824	0.000290596	0.000245575	0.000365417	0.000190784	0.000320255	0.000334509	0.000258983	0.000232349	0.000221279	0.000305747	0.00044717	0.000417372	0.000335338	0.000316267	0.000360765	0.00030133	0.000313474	0.000244622	0.000527989	0.000375033	0.000234979	0.000293943	0.000255628	0.000406094	0.000338773	0.00035362	0.000372328	0.000145035	0.000373111	0.000384285	0.000243084	0.000323974	0.000230793	0.000497247	0.000359113	0.000441527	0.000334086	0.000233347
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	0.000355459	0.000300102	0.00029241	0.00030837	0.000307018	0.000331511	0.000184091	0.000286875	0.000103529	0.000279386	0.000467333	0.000273398	0.000305289	0.000246816	0.000129345	6.65355e-05	0.000278064	0.000359628	8.45447e-05	0.000141611	0.000268485	0.000304662	0.000274924	0.000330134	0.00021118	0.000208392	0.000330081	0.00038564	0.000192038	0.000342682	0.000441287	0.000163707	0.000373051	0.000403096	0.0002109	0.000272646	9.73455e-05	0.000147678	0.000230595	0.000279572	0.000101524	0.00024964	0.000304342	0.000255505	0.000308586	0.00015638	0.000216222	0.000317996	0.00028736	0.000223806	0.000211593	0.00011801	9.2609e-05	0.000229151	0.000267364	0.000334362	0.000210145	0.000203224	0.000307892	0.000180149	0.000221546	0.000273338	0.000282133	0.000237856	0.000280614	0.000233079	0.000306128	0.000258141	0.000333035	0.000232818	0.000216105	0.000237002	0.000288856	0.000239555	0.000299562	0.00011343	0.00031039	0.000185829	0.000218309	0.000307229	0.000211963	0.000296864	0.000328495	0.000376026	0.000268857	0.000241694
PWY-7221: guanosine ribonucleotides de novo biosynthesis	0.000355423	0.000284769	0.000434075	0.000341911	0.000328726	0.000374238	0.000301734	0.000408271	0.000179769	0.000224537	0.000228829	0.00017671	0.000313078	0.000319343	0.000261337	0.000152814	0.000445609	0.000429829	0.000144429	0.000224049	0.000301657	0.00033855	0.000181265	0.000355012	0.000228648	0.000294784	0.000325106	0.000494924	0.000258683	0.000400914	0.000523855	0.000512082	0.000397062	0.00042214	0.000311136	0.000299868	0.000254312	0.000232073	0.000228534	0.000330375	0.000215348	0.000325334	0.000341503	0.000342499	0.000230906	0.000499529	0.000210409	0.000380474	0.000303482	0.000228726	0.000309174	0.000194344	0.00029289	0.000303146	0.000255858	0.000247583	0.000203541	0.000268385	0.000391169	0.000358261	0.000310108	0.000300584	0.000348115	0.000288559	0.000277123	0.000260681	0.000453149	0.000326136	0.000239824	0.000282896	0.000247689	0.000350468	0.00033333	0.00032343	0.000363568	0.000132305	0.000325444	0.000338489	0.000236964	0.00034164	0.000229596	0.000481232	0.000298248	0.000402598	0.000345752	0.000217601
PWY-5686: UMP biosynthesis	0.000349188	0.00026058	0.000433522	0.000338129	0.000397077	0.000323874	0.000301705	0.000405224	0.000171717	0.000159866	0.000217735	0.000156146	0.000289517	0.000312514	0.000289127	0.000145163	0.000416076	0.000470484	0.000155253	0.000252528	0.000290361	0.000270227	0.000144139	0.000323844	0.000171015	0.00031528	0.000311714	0.000421563	0.000240227	0.000366693	0.000505905	0.000484429	0.000395943	0.000409391	0.000300499	0.000284742	0.000250147	0.000250332	0.000215254	0.000326415	0.000213292	0.000310852	0.000347549	0.000343484	0.000149169	0.000422446	0.00022714	0.000360426	0.000280879	0.000242954	0.000315222	0.000194294	0.000313731	0.000298121	0.000196465	0.000167967	0.000171641	0.000283414	0.000404923	0.000384197	0.00031136	0.000282833	0.000369225	0.000265311	0.000271083	0.000243403	0.000544671	0.00030662	0.000167056	0.000280457	0.00026125	0.000421385	0.00032356	0.000340327	0.000349605	0.000127642	0.000407528	0.000359083	0.000178908	0.000320953	0.000219546	0.000473949	0.000314503	0.000338021	0.000350683	0.00018946
PWY-6737: starch degradation V	0.000341824	0.000339769	0.000544211	0.000296475	0.000338992	0.000224704	0.000373926	0.000357245	0.000179423	0.000234451	0.000277976	0.000271655	0.000290708	0.000355796	0.000173196	0.00013172	0.000479254	0.000470245	0.000167163	0.000318518	0.000382042	0.000347431	0.000179537	0.000417475	0.000214213	0.000255852	0.000313778	0.000289845	0.000184216	0.000297359	0.0004031	0.000221116	0.000408348	0.000494369	0.000363637	0.000178903	0.000347924	0.000278575	0.000290097	0.000284649	0.000175711	0.000246361	0.000442114	0.000429411	0.000217628	0.000542313	0.000238273	0.000465144	0.000239013	0.000292261	0.00035379	0.000160315	0.000177438	0.000345089	0.000304165	0.000236603	0.000154399	0.000298957	0.0003943	0.000388915	0.000340416	0.000343092	0.0003973	0.000301317	0.000297943	0.000198159	0.000597225	0.000275409	0.000229782	0.00027479	0.000261753	0.000401617	0.000377704	0.000355541	0.00035306	0.000128701	0.000451044	0.000467201	0.000267578	0.00034521	0.000224724	0.00052156	0.000192242	0.000333427	0.000382829	0.00019926
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	0.000334777	0.000303117	0.000440451	0.00027671	0.000334132	0.000285741	0.000272144	0.000331024	0.000156938	0.000293007	0.000262506	0.000289659	0.000307841	0.000253953	0.000285131	0.000105158	0.000399168	0.000385514	0.00013511	0.000190783	0.000246623	0.000369476	0.000158874	0.000381891	0.000252467	0.000297633	0.000270147	0.00027104	0.000233172	0.000407809	0.000479101	0.000498957	0.000315976	0.000356056	0.00027359	0.000306905	0.00025143	0.00022959	0.000257129	0.000192088	0.000160093	0.000209628	0.000328508	0.000329747	0.000304938	0.000450041	0.0003349	0.000375572	0.000244997	0.000171629	0.000306075	0.000169715	0.000223999	0.000277316	0.000274979	0.000281298	0.000209652	0.000264722	0.000347832	0.000344881	0.000278403	0.00027546	0.000308692	0.0002444	0.000285109	0.000282127	0.000435174	0.000256289	0.000221825	0.000273693	0.000167423	0.00032164	0.000323396	0.000331524	0.000248883	0.000131469	0.000265989	0.000336266	0.000233881	0.000331273	0.000192682	0.000430121	0.000201453	0.000320919	0.000340117	0.000261389
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.000331396	0.000261176	0.000430809	0.000304511	0.000385823	0.000312132	0.000310072	0.000343517	0.000165704	0.000168306	0.000217818	0.00016695	0.000284871	0.00027518	0.000209106	0.000130947	0.000388154	0.000395331	0.000136632	0.000251285	0.000273306	0.000273406	0.000147617	0.000267763	0.000187666	0.000242642	0.000274681	0.00035525	0.000234866	0.000317218	0.000386957	0.000348422	0.000360663	0.000404418	0.00026569	0.000284627	0.000294238	0.000218497	0.000216882	0.000318199	0.000154694	0.000203055	0.000309201	0.000334372	0.000199751	0.000492727	0.000230844	0.000334676	0.000257877	0.000226573	0.000314049	0.000155523	0.00017714	0.000287989	0.000206615	0.000191831	0.000162498	0.000237706	0.000303624	0.000342108	0.00028701	0.00024221	0.00034499	0.000252224	0.000256289	0.000229227	0.000431996	0.000254289	0.000172115	0.000256995	0.000222958	0.000301018	0.00029519	0.000275066	0.000318183	0.000104993	0.000350373	0.000333803	0.000202365	0.000305082	0.000190345	0.00041132	0.000275259	0.000247949	0.000286715	0.000202598
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	0.000328333	0.000299972	0.000374858	0.000306604	0.000271586	0.000307257	0.000255041	0.000291667	0.000136339	0.000139416	0.000173866	0.000167045	0.000298601	0.000224232	0.000262474	7.72923e-05	0.000430315	0.000332919	0.000111568	0.000181722	0.000232308	0.000297447	0.000147003	0.000266572	0.000176229	0.000277155	0.000295381	0.000343882	0.000259763	0.000305379	0.000357211	0.000449008	0.000392187	0.000385292	0.000254996	0.000286764	0.00023169	0.000219446	0.000188565	0.000264846	0.000128118	0.000252684	0.000335869	0.000294458	0.000126129	0.00046631	0.000218831	0.000328118	0.000272843	0.000196381	0.000253751	0.00014559	0.00021252	0.000244543	0.000198619	0.000138846	0.000178364	0.000231499	0.000284987	0.00030631	0.000242654	0.000225694	0.000281937	0.000248906	0.000223084	0.000248006	0.000444096	0.000250187	0.000158729	0.000224693	0.000192978	0.000332237	0.000270249	0.000276228	0.000304598	9.17415e-05	0.000304974	0.000320209	0.000179818	0.000272133	0.000199536	0.000461092	0.000334862	0.000277445	0.000294873	0.000185977
PWY-3841: folate transformations II	0.000326466	0.000293704	0.000369244	0.000301583	0.000276314	0.000304308	0.000249791	0.000330312	0.000143832	0.000119723	0.000149084	0.000144866	0.000325716	0.000263073	0.000247227	7.46615e-05	0.000448042	0.000362793	0.000128346	0.000211178	0.000241577	0.00029906	0.000138347	0.000296549	0.00016778	0.000283764	0.000307806	0.000351349	0.000268244	0.000318399	0.000375363	0.00043258	0.000373117	0.000381526	0.000255839	0.000283721	0.000231545	0.000216532	0.000189044	0.00027774	0.000160515	0.000302639	0.000320738	0.000286281	0.000105099	0.00053548	0.000185086	0.000343336	0.000281242	0.000196827	0.000265609	0.000148419	0.000304779	0.000259995	0.000195963	0.00011659	0.000164088	0.000333511	0.000324482	0.000314375	0.000258644	0.000248783	0.000284462	0.000251966	0.000222776	0.000243573	0.000496131	0.000286336	0.00013212	0.000223539	0.000201875	0.000375736	0.000276685	0.000291882	0.000307017	0.000100279	0.000300268	0.000351175	0.000178647	0.000278565	0.000201617	0.000447965	0.00032722	0.00031333	0.000292131	0.000190381
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	0.000325025	0.000270103	0.00038779	0.000320722	0.000339726	0.000320887	0.000283065	0.000357991	0.000151386	0.000148043	0.000181888	0.000142132	0.000298134	0.000312306	0.000246288	0.000134915	0.000374097	0.000388173	0.000133	0.000277661	0.000277806	0.00029704	0.000124408	0.000353084	0.000199057	0.000292974	0.000316795	0.000380457	0.000206048	0.000326901	0.00044751	0.000462147	0.000355307	0.000396535	0.000293859	0.000292039	0.000276267	0.000247818	0.000218534	0.000324932	0.000184575	0.000321866	0.000316815	0.0003284	0.000160734	0.00046329	0.000165311	0.000376979	0.00026537	0.000232828	0.000303895	0.000171145	0.000197335	0.000281706	0.000222077	0.000150426	0.000194314	0.00027166	0.000339423	0.000348937	0.000260139	0.000286304	0.000327911	0.00027236	0.000256362	0.000237166	0.000420767	0.00027741	0.000136456	0.000249025	0.000230857	0.00034554	0.000316273	0.000315588	0.000347921	0.000140013	0.000332137	0.000326052	0.000193031	0.000300236	0.00021063	0.000407005	0.00029273	0.000316444	0.000345863	0.000180288
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.000322906	0.000419823	0.000298874	0.000254887	0.000198607	0.000258003	0.000189474	0.00024663	0.00010474	0.000638493	0.000842051	0.000609473	0.000288633	0.000240411	0.000110601	6.65305e-05	0.000197772	0.000362874	9.16239e-05	0.000161487	0.00020558	0.000334114	0.000509387	0.000444293	0.000311572	0.000241406	0.000303215	0.000228243	0.000263906	0.000444852	0.000391203	0.000222767	0.000384868	0.000370813	0.000222685	0.000305541	0.000196243	0.000156507	0.000318547	0.000236006	0.000171299	0.000223122	0.000351889	0.000244101	0.000675167	0.000148354	0.00061607	0.000339745	0.000269664	0.000216804	0.000252315	0.000146009	7.44721e-05	0.000261721	0.000432538	0.000749896	0.000217489	0.000189218	0.000255133	0.000106992	0.000258634	0.000304602	0.000205921	0.00023513	0.000311427	0.000331612	0.000316835	0.000177844	0.000869621	0.00029045	0.000163893	0.000243282	0.000321116	0.000207593	0.00027314	0.000131336	0.000232127	0.000160449	0.000484683	0.000391507	0.000222703	0.000283961	0.000264817	0.000316727	0.000210887	0.000490495
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	0.000319518	0.000254096	0.000385156	0.000310521	0.000358688	0.000302045	0.000296216	0.000358134	0.000166795	0.000193687	0.000208885	0.000192082	0.000278497	0.000286573	0.000215866	0.000113573	0.000429442	0.000359679	0.000133341	0.000229448	0.000264858	0.00028478	0.000199535	0.000323416	0.000185341	0.000299983	0.000296204	0.000375684	0.000204144	0.000351789	0.000447297	0.000464217	0.000379935	0.000412513	0.000277832	0.000268065	0.000250758	0.00020991	0.000200613	0.000312521	0.000171733	0.000332806	0.000295106	0.000308739	0.000171403	0.000435467	0.000227254	0.000321841	0.000249959	0.000213238	0.000294005	0.000152753	0.000268011	0.000278618	0.000211618	0.000193093	0.000164708	0.000297844	0.000409046	0.000330935	0.000286692	0.000244117	0.000293333	0.000239814	0.000233522	0.000237925	0.000412192	0.000300377	0.000200616	0.000259174	0.000220402	0.000343498	0.000297039	0.000305198	0.000307883	0.000112985	0.000320357	0.00031962	0.000218734	0.000303875	0.000215603	0.000449684	0.000286477	0.000304258	0.000303431	0.000176381
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	0.00031881	0.000245908	0.000391502	0.000309957	0.000364279	0.000295727	0.000307012	0.000351711	0.000173964	0.000185623	0.00018483	0.000178692	0.000280769	0.00028302	0.00021769	0.000118397	0.000435757	0.00035446	0.000124736	0.000231561	0.000264478	0.00029552	0.000188178	0.000327337	0.000190795	0.0002825	0.000294703	0.000359842	0.000201424	0.00035369	0.00044221	0.000383179	0.00038743	0.000418913	0.000286407	0.000265565	0.000255151	0.000210301	0.000201839	0.00031414	0.000176354	0.000342236	0.000294666	0.000310151	0.000169624	0.000444536	0.000221241	0.000326009	0.000246565	0.000214951	0.000304217	0.000144459	0.000234904	0.000279697	0.000210129	0.000169844	0.000163537	0.000270579	0.000402994	0.000330477	0.000287697	0.000246748	0.000297255	0.000235855	0.000233718	0.000240927	0.00038052	0.000282712	0.000184119	0.000264998	0.000220644	0.000290614	0.000304199	0.000310031	0.000305478	0.000111754	0.000325028	0.000324413	0.000225218	0.000308319	0.00021963	0.00045968	0.000282542	0.000292322	0.000305786	0.000175419
PWY-5103: L-isoleucine biosynthesis III	0.00031465	0.00028341	0.000430241	0.000251537	0.000329678	0.000265841	0.000263703	0.000317626	0.000155593	0.000288071	0.000241859	0.000287367	0.000296218	0.000238545	0.000281556	0.000105158	0.000391816	0.00037051	0.00012793	0.000172008	0.000225715	0.000369476	0.00014556	0.00037495	0.000239055	0.000290751	0.000247982	0.000271567	0.000215882	0.000401012	0.000464746	0.00049126	0.000300273	0.000325622	0.000261584	0.000283467	0.000239165	0.000220039	0.000251452	0.000167954	0.000154049	0.000199655	0.000313989	0.000310899	0.000304938	0.000416158	0.000305488	0.000368871	0.000230735	0.000154591	0.000299845	0.000160049	0.000205798	0.000267506	0.000270719	0.000311852	0.000201214	0.000257334	0.000336395	0.000338439	0.000270086	0.000262995	0.000298986	0.00023294	0.00027461	0.000269454	0.000412702	0.000239797	0.000207837	0.000272041	0.000148528	0.000312657	0.000315219	0.000329778	0.000225317	0.000128218	0.000242169	0.000317525	0.000216491	0.000311075	0.000188891	0.000410957	0.000176113	0.000309933	0.00032578	0.000250889
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	0.000314472	0.000261336	0.00037744	0.000300878	0.000341056	0.000300215	0.000288071	0.000344168	0.000160476	0.000205124	0.000202457	0.000199585	0.000277155	0.000279528	0.00021102	8.89032e-05	0.00041971	0.000349183	0.0001234	0.00020167	0.000255805	0.000265419	0.000199743	0.000326216	0.000189681	0.000282549	0.000295611	0.000374867	0.000209762	0.00035651	0.00044267	0.000381274	0.00036997	0.000390113	0.000256875	0.000270082	0.000227519	0.000198283	0.000204755	0.000307286	0.0001679	0.000316495	0.000289411	0.00030117	0.00017497	0.000395883	0.000231615	0.000320329	0.000250606	0.000208332	0.000274397	0.000145678	0.000235587	0.000274312	0.000218053	0.000192041	0.000165631	0.000280188	0.000396195	0.000318787	0.00028188	0.000248713	0.000286661	0.000233592	0.00023424	0.000236927	0.000370248	0.00028252	0.000211208	0.000251606	0.000217026	0.000290606	0.000287732	0.000292401	0.000303492	0.000112224	0.000316724	0.000302261	0.00021931	0.000308853	0.000208475	0.00043674	0.00029207	0.000316589	0.000291956	0.000182162
PWY-5097: L-lysine biosynthesis VI	0.000312583	0.000282323	0.000370751	0.000270622	0.000294961	0.000303302	0.000279065	0.000321436	0.00015517	0.000144485	0.00017073	0.000163582	0.000240311	0.000249156	0.000247817	8.62191e-05	0.000375359	0.000368313	0.00013227	0.000200333	0.000220149	0.000277726	0.000131797	0.000238301	0.000167065	0.000281115	0.00025129	0.000301876	0.000196455	0.000345448	0.000403713	0.000456874	0.000336419	0.000346047	0.000255521	0.000271037	0.00021036	0.000197289	0.000191628	0.00027964	0.000108701	0.000321788	0.000276053	0.000288811	0.000132306	0.00046024	0.000268946	0.000289278	0.000234797	0.000173194	0.000252834	0.00016886	0.000223246	0.000233829	0.000184137	0.000143566	0.000166265	0.000216549	0.000347229	0.000310192	0.000248455	0.000210664	0.00026155	0.000223745	0.000237967	0.000199675	0.000401158	0.000270638	0.000152953	0.000226223	0.000198265	0.000335157	0.000254696	0.000284279	0.000294428	9.3371e-05	0.00024477	0.000298689	0.000181382	0.00028285	0.000197087	0.000468575	0.000289988	0.000321916	0.000290395	0.000184863
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.000312539	0.000250923	0.00037744	0.000308147	0.000347582	0.000295337	0.000295747	0.000357835	0.000161284	0.00018417	0.000196182	0.000185735	0.000274926	0.000283194	0.000215454	0.000117706	0.000431018	0.000355206	0.00013205	0.000222625	0.000259702	0.000271995	0.000191519	0.000316575	0.000184114	0.00030361	0.000288737	0.000379494	0.000204672	0.000347097	0.00044796	0.000464157	0.000372658	0.000402757	0.000273239	0.000263067	0.000228866	0.000207741	0.000193469	0.000308154	0.000170641	0.000316495	0.000288094	0.000304983	0.000158507	0.000440033	0.000217343	0.000311315	0.000246916	0.000208332	0.000283232	0.000152546	0.000280595	0.000274312	0.000204222	0.000179134	0.000161517	0.000303731	0.000396195	0.000330197	0.00028188	0.000237026	0.000295647	0.000235941	0.000227625	0.000240028	0.000415952	0.000298766	0.000200282	0.000253999	0.000217026	0.000348708	0.000291245	0.00030353	0.000303133	0.00010852	0.000316724	0.000311636	0.00021177	0.000297084	0.000210655	0.00043674	0.000286747	0.000308789	0.000298804	0.000169577
TRNA-CHARGING-PWY: tRNA charging	0.000311929	0.000248268	0.000389113	0.000319515	0.00034579	0.000298094	0.000254527	0.000387513	0.000157826	0.000234704	0.000262999	0.000209657	0.000276907	0.000293162	0.000243823	0.000136241	0.000467731	0.000355328	0.0001422	0.000242006	0.00028267	0.000320129	0.000204439	0.000266627	0.000203476	0.000322654	0.000283685	0.000389825	0.000204114	0.000330976	0.00044417	0.000391468	0.000334748	0.000374943	0.000281865	0.000261198	0.000264503	0.000219516	0.00022165	0.000313312	0.000189735	0.000331539	0.000312235	0.000318555	0.000240517	0.000453781	0.000223677	0.000326374	0.000266969	0.000217035	0.0002956	0.000172614	0.000411199	0.000286139	0.000236716	0.000222577	0.000184794	0.000272106	0.000382276	0.000358876	0.000291354	0.00025223	0.00032238	0.00025723	0.000257075	0.00021114	0.000451555	0.000335696	0.000220343	0.000262607	0.000221367	0.000375936	0.000296749	0.000315449	0.000317074	0.000122473	0.000323148	0.000352557	0.000230513	0.000277079	0.00020925	0.000440464	0.000295644	0.000326801	0.000286845	0.000222424
