feature	SID0002_gti	SID0004_cle	SID0005_aaf	SID0006_evh	SID0008_kcu	SID0009_rhg	SID0011_vkb	SID0012_qdz	SID0013_eop	SID0014_cps	SID0017_mqf	SID0018_fze	SID0020_jhi	SID1003_aac	SID1005_aae	SID1006_aaf	SID1009_aai	SID1011_aak	SID1012_aal	SID1014_aan	SID1015_aao	SID1019_aas	SID1022_aav	SID1030_bad	SID1035_bai	SID1037_bak	SID1040_ban	SID1041_bao	SID1048_bav	SID1049_baw	SID1050_bax	SID1052_baz	SID1053_bba	SID1054_bbb	SID5012_fio	SID5016_ish	SID5039_iqx	SID5049_uhx	SID5161_prh	SID5208_byt	SID5338_ihq	SID5355_yse	SID5362_xgk	SID5376_qdo	SID5390_yff	SID5391_rvn	SID5395_kej	SID5397_okf	SID5401_alw	SID5442_twn	SID5443_cul	SID5445_vub	SID5447_cka	SID5450_zsn	SID5458_vgp	SID5460_gix	SID5464_cib	SID5468_vbl	SID5473_irg	SID5486_yds	SID5488_wmq	SID5489_bgj	SID5490_ggo	SID5495_pls	SID5501_aaq	SID5561_vwa	SID5564_meq	SID5566_wwo	SID5570_qby	SID5571_lgi	SID5572_xty	SID5574_yeb	SID5577_ytn	SID5578_fjg	SID5579_bce	SID5581_yad	SID5584_vix	SID5625_bnh	SID5627_irb	SID5629_hiu	SID5630_kod	SID5631_soh	SID5634_lel	SID5636_prt	SID5639_uuc	SID5640_ijm
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	0.000178576	0.000217893	0.000369617	0.000147899	0.000232246	9.28563e-05	0.000180349	0.000149043	0.0001346	0.000424735	0.000444414	0.000338506	0.000167968	0.000111598	0.000189665	3.10859e-05	0.00029083	0.000234953	7.78726e-05	0.000153098	0.000100063	0.000412012	0.000261212	0.000116266	0.000193925	0.00021882	5.51223e-05	0.000164539	0.000186081	0.000197439	0.000327951	0.000293954	0.00019288	0.000130424	0.000181867	0.00013269	0.000194941	0.000163474	0.000209304	9.67315e-05	0.000119005	0.000120557	0.000305501	0.000165414	0.000519515	0.000184177	0.00040235	0.000165063	0.00010595	0.000111867	0.000226099	9.42397e-05	9.26684e-05	0.000186396	0.000302112	0.00040731	0.000177777	0.000145691	0.000165192	0.000230521	0.000186603	7.57003e-05	0.000202063	0.000116214	0.00017541	0.000129717	0.000392883	0.000163823	0.000417847	0.000221832	0.000124713	0.000239645	0.000205249	0.000159908	0.000120708	7.37042e-05	0.000231291	0.000351092	0.000251508	0.000267319	0.000141753	0.000415531	6.08005e-05	0.000128663	0.000187176	0.000236405
PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)	0.000177442	0.000159606	0.00014187	0.000135089	7.29504e-05	0.000138328	7.2716e-05	0.000103269	3.395e-05	0.000200265	0.000182459	0.000152958	0.000178958	9.30411e-05	7.90947e-05	5.24969e-05	7.90123e-05	0.00014534	2.63132e-05	4.7871e-05	0.000132557	0.000165162	0.000118677	9.56587e-05	0.000102617	6.53003e-05	0.000123758	0.000117421	0.000155355	0.000191811	0.000213311	6.509e-05	0.000178936	0.000130645	7.81738e-05	0.000208032	1.88405e-05	8.52514e-05	0.000142289	6.40647e-05	6.06185e-05	6.66259e-05	0.000185394	9.77674e-05	0.000184068	3.93873e-05	0.000107825	0.000164133	0.00015122	8.97085e-05	0.000119952	6.27347e-05	2.39752e-05	0.000118453	0.000170483	0.000176694	4.36588e-05	8.22073e-05	4.51365e-05	2.97073e-05	0.000112614	0.000152925	0.000154073	0.00010759	0.000124765	0.000100624	0.000186815	0.000102804	0.00014869	8.98897e-05	7.16646e-05	0.000124472	0.000165919	9.51037e-05	8.71226e-05	5.15572e-05	8.28398e-05	5.10404e-05	0.000128071	0.000214467	0.000102966	7.38706e-05	0.000164216	0.000269923	0.000112707	0.00015396
PWY66-422: D-galactose degradation V (Leloir pathway)	0.000177217	9.01013e-05	0.000362497	0.000163162	0.000202943	4.34606e-05	0.000250386	0.000141023	0.000121615	0.000145538	0.000175954	0.000172605	0.000134144	0.000164658	0.000108111	0.000102605	0.00037268	0.00029475	8.85404e-05	0.000169505	0.000159192	0.000304912	0.000134116	0.000275411	0.000130212	0.000166795	0.000192651	0.000134604	0.000101885	0.000149896	0.000220149	0.000170385	0.000186438	0.000222241	0.000183065	6.27508e-05	0.000159532	0.000140574	0.000156472	0.000132828	0.000171328	0.000143076	0.000195734	0.000260574	0.000160398	0.000226997	0.000172047	0.000171068	5.9468e-05	0.00013034	0.000223706	9.88822e-05	0.000105212	0.000190761	0.000133249	0.000212503	8.98833e-05	0.000189571	0.000237283	0.000310463	0.000189167	0.0001876	0.000306255	0.00015043	0.000199253	0.000115778	0.00030301	0.000164796	0.000169481	0.000193574	0.000135385	0.000260981	0.000245356	0.000192772	0.00015539	7.97016e-05	0.000257378	0.000335356	0.000151435	0.000172257	0.00014699	0.000363713	7.06433e-05	0.000163288	0.000151155	0.000152065
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	0.000171246	0.000115621	0.000372707	0.000176922	0.000212699	8.24792e-05	0.000226533	0.000122581	0.000135481	0.000155803	0.000215722	0.000161462	0.000147001	0.000110131	8.23824e-05	0.000127804	0.000416487	0.000266904	7.36693e-05	0.000163896	0.000146192	0.000311898	0.000146932	0.00011332	0.000148897	0.000172648	8.02188e-05	0.0001067	0.000163809	0.000202244	0.000326611	0.000209077	0.000183848	0.000218928	0.000208404	0.000196657	0.000113535	0.000136277	0.000153191	0.000107579	0.000177658	0.000140857	0.00016897	0.000267116	0.000178085	0.00025232	0.000241534	0.000170989	0.000105907	0.000117801	0.000269899	0.000113387	8.07337e-05	0.000162733	0.000132786	0.000164933	0.000131447	0.000168534	0.000185294	0.00034563	0.00016712	0.000103567	0.000310128	0.000144732	0.000114466	0.000134889	0.000320029	0.000128474	0.000196382	0.000236021	0.000127348	0.000181092	0.000246769	0.000234507	0.000139779	8.13344e-05	0.000248543	0.000301821	0.000176883	0.000203389	0.000149058	0.000454933	7.84791e-05	0.000129906	0.000133771	0.000179582
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0.000170098	0.000153776	0.000149463	0.000132143	0.00010666	8.36234e-05	0.000187593	0.000168482	6.51816e-05	0.000204116	0.000284486	0.000243382	0.000169121	9.4558e-05	0.00010509	9.34026e-05	0.000104422	0.000153047	5.32145e-05	4.37283e-05	0.00013101	0.000185976	0.000163859	0.000115954	0.000169506	0.000124239	0.000134086	8.69448e-05	0.00010948	0.000246968	0.000202966	6.87284e-05	0.000167639	0.000157422	7.76932e-05	0.0001259	3.14442e-05	5.84871e-05	0.000138189	7.98079e-05	9.61651e-05	5.49934e-05	0.000167319	8.26576e-05	0.00023254	9.68628e-05	0.00019518	0.000172767	0.000170935	9.61648e-05	0.000144745	5.49869e-05	2.67345e-05	0.00014452	0.000208336	0.00023055	9.25665e-05	0.000130175	0.000195763	8.19808e-05	0.00014947	0.000132066	8.19982e-05	0.000117871	0.00014849	0.000141324	0.000153373	0.00010731	0.000253275	0.000148956	9.53516e-05	0.00011988	0.000194834	6.51567e-05	9.45008e-05	5.4552e-05	6.68408e-05	9.21436e-05	0.000203001	0.000216169	0.000129779	0.000115655	9.31849e-05	0.000117115	9.52783e-05	0.000188667
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	0.00016816	8.65434e-05	0.000367902	0.000189535	0.000309374	6.44332e-05	0.000290412	0.000272452	0.000155481	0.000199432	0.000220817	0.000218317	0.000175815	0.000269609	0.000239432	9.31245e-05	0.000427537	0.000317683	0.000136373	0.000263463	0.000174501	0.000326177	0.000145537	0.000318688	0.000199291	0.000286861	0.000165201	0.000168454	0.000117721	0.000159286	0.000348022	0.000463881	0.000183354	0.000271257	0.000250094	9.49657e-05	0.000281113	0.000196678	0.000179835	0.00020498	9.56019e-05	0.000231648	0.000209213	0.000295557	0.00020128	0.000509799	0.000248097	0.00022182	0.000111261	0.000158348	0.000293196	0.000165145	0.000244766	0.000245053	0.00022049	0.000205473	0.000118285	0.000245075	0.000311338	0.00031666	0.000250613	0.000212068	0.000239016	0.000175474	0.00025279	0.000166335	0.000420479	0.00022995	0.000167575	0.000220983	0.000169611	0.000320878	0.00023933	0.000288865	0.000192856	0.000105856	0.000312213	0.000324426	0.000196882	0.000149186	0.000155804	0.000418162	5.84391e-05	0.000122324	0.00021086	0.000183945
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.000167845	0.000111493	0.000171709	0.000181534	0.000161286	0.000102811	7.16082e-05	0.000180057	8.54094e-05	0.000123715	0.000160667	0.000150068	0.000196616	9.35424e-05	0.000125171	7.88888e-05	0.000119923	0.000106321	4.47566e-05	8.65047e-05	0.000150504	0.000228064	0.000119272	8.16567e-05	8.6944e-05	0.000109073	0.000104865	0.000270888	0.000102773	0.000148053	0.000222397	0.000156336	0.000175042	0.000203722	0.000143342	9.23833e-05	7.82491e-05	0.000102875	0.000110508	0.000125682	0.000100478	0.000224478	0.00016507	0.00014505	8.99517e-05	0.000118781	0.000147683	0.000154184	0.000105469	0.000148607	0.000174054	0.000119657	0.00010333	0.000110023	8.91193e-05	0.000135884	9.83032e-05	0.000122575	0.000101765	5.12123e-05	0.000109165	0.000105205	0.000147443	0.000103103	0.000101115	0.000205766	0.0001739	0.000138379	0.000137194	0.000127358	9.80633e-05	0.000147603	0.0001741	0.000176408	0.000120055	6.5979e-05	0.00011928	0.000127626	0.000118917	0.00012901	0.000144511	0.000168127	4.99198e-05	0.000154976	0.000161767	0.000135796
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	0.000167206	0.000128809	9.87801e-05	0.0001353	5.23705e-05	0.000140802	6.84839e-05	0.000140006	3.64221e-05	0.000113022	0.0001632	0.000139128	0.000155255	8.25989e-05	0.000143932	3.333e-05	5.202e-05	5.12113e-05	3.14569e-05	6.23779e-05	3.78763e-05	0.000141847	0.000121384	8.86281e-05	8.33762e-05	0.000103309	3.35441e-05	0.000213237	0.000157115	8.43872e-05	0.000137714	0.000158692	8.80393e-05	0.000113025	8.18596e-05	0.000111013	3.96681e-05	9.96446e-05	0.000117989	0.000159717	5.01762e-05	5.69855e-05	0.000145916	6.13751e-05	8.91365e-05	9.0625e-05	0.00015755	0.000150311	2.19023e-05	6.42291e-05	6.70872e-05	9.4913e-05	4.73773e-05	6.09052e-05	0.000104507	0.000148405	0.000134751	6.46552e-05	4.31908e-05	4.05408e-05	4.06902e-05	8.14453e-05	0.00013771	9.23154e-05	0.00012248	0.000164043	0.000188381	8.67226e-05	0.000143033	9.28121e-05	8.35765e-05	0.00015354	0.000112487	0.000158283	0.000128238	6.31078e-05	5.95835e-05	8.64722e-05	0.000137237	0.00011977	9.32333e-05	0.000165663	0.000172993	7.57926e-05	0.000153565	0.000134172
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	0.000166066	0.000142789	0.000116965	0.000158835	0.000186002	8.35159e-05	9.89984e-05	0.000129095	2.21275e-05	0.000168747	0.000227074	0.000221086	0.000153171	9.98403e-05	9.41221e-05	5.24977e-05	7.83299e-05	0.000195491	5.07624e-05	6.36607e-05	0.000164986	0.000215033	0.000137785	0.000137217	0.000134487	0.000104324	0.000164319	0.000141246	0.000116756	0.000172085	0.000148912	4.81627e-05	0.000186071	0.000261715	0.000110444	0.00010131	3.44566e-05	8.8879e-05	0.0001242	0.000191705	6.30483e-05	5.81525e-05	0.000187335	0.000111689	0.00016167	6.26535e-05	0.000215581	0.000184131	0.000121363	0.00012649	5.54964e-05	6.59985e-05	3.19219e-05	0.000128112	0.000193666	0.000182755	0.000119221	0.000101544	0.000192412	7.57538e-05	0.000132584	0.000165348	0.000132053	0.000129093	0.000173582	0.000107314	0.000186169	0.000126463	0.00017534	0.000103651	0.000138572	9.23222e-05	0.000142303	8.54999e-05	0.000186534	4.36874e-05	0.000134181	7.18333e-05	0.000179931	0.000169777	8.83996e-05	5.58645e-05	7.70751e-05	0.000172779	0.000125053	0.000161242
PWY-7208: superpathway of pyrimidine nucleobases salvage	0.000165814	9.97538e-05	0.000131093	0.000232602	0.000141334	0.000109247	8.10761e-05	0.000174986	7.0986e-05	8.39587e-05	0.000125754	0.000110791	0.000158806	6.53636e-05	9.5173e-05	6.33551e-05	6.87261e-05	0.0001419	3.84863e-05	6.43366e-05	0.000159842	0.000158912	9.57258e-05	7.6119e-05	5.42841e-05	5.82869e-05	0.00016131	0.000269713	0.00014636	0.000180087	0.000165213	8.85599e-05	0.000214149	0.000242532	0.000124445	0.000115858	5.57417e-05	9.06263e-05	9.78502e-05	0.000108493	4.97929e-05	0.000194389	0.000141232	0.00013356	6.05379e-05	6.85199e-05	0.000124022	0.000124294	0.000133428	0.000147137	0.000155995	0.000110248	7.49469e-05	0.000100788	7.1008e-05	0.000122268	0.000118625	7.79727e-05	7.28233e-05	2.41572e-05	0.000100101	9.36535e-05	0.000113611	0.000113752	0.000108971	0.000186654	0.000220507	0.000106748	0.000118097	9.57445e-05	0.000105803	0.000167536	0.000150314	0.00016166	0.000144238	7.65348e-05	0.000127584	8.09786e-05	0.000110566	0.000160135	0.00012321	0.000137227	7.5582e-05	0.000132931	0.000141295	0.00010022
TRPSYN-PWY: L-tryptophan biosynthesis	0.000165459	0.000162322	0.000227149	0.000175477	0.000192109	0.000120734	0.000232198	0.00015694	0.000109486	0.000157637	0.000130817	0.000128349	0.000161164	0.000146823	0.000128714	2.00629e-05	0.000242379	0.00027499	7.67054e-05	0.00017432	0.000146309	0.000164888	7.98359e-05	0.000249127	0.000136638	0.000181663	0.000159275	0.000172882	0.000119745	0.000100809	0.000218744	0.000211562	0.000193779	0.000218021	0.000170252	0.000178389	0.000211601	8.84783e-05	0.000151347	0.000171391	5.85643e-05	0.000129528	0.000152888	0.000166819	0.000119916	0.000303655	0.000100415	0.000191444	0.000109997	0.000136926	0.000244924	9.58131e-05	0.000101363	0.000181184	0.000137624	0.000103492	7.87227e-05	0.000129682	0.000204664	0.000148404	0.000196322	0.00016997	0.000107564	0.000120365	0.00018036	0.000157246	0.000117594	0.000150143	6.99596e-05	0.000167402	0.000151413	7.69029e-05	0.000188999	0.000152398	0.000131393	8.33955e-05	0.0002329	0.000128055	0.000126152	0.000166348	0.000139997	0.0002757	0.000113423	7.67158e-05	0.000116756	0.000136243
PWY-6892: thiazole biosynthesis I (E. coli)	0.000165291	0.000164959	0.000237152	0.000125842	0.000148615	0.00017403	0.000175031	9.64151e-05	8.60498e-05	0.000155943	0.000171244	0.000197528	0.000156676	5.64802e-05	6.57509e-05	3.27394e-05	0.000200647	0.000223295	3.61205e-05	7.24613e-05	0.000126579	8.98032e-05	9.65933e-05	6.72365e-05	9.86568e-05	9.28072e-05	0.000118609	0.000167725	0.000164392	0.000186209	0.000150603	0.000191047	0.000212877	0.000153143	8.04167e-05	0.000186939	5.61486e-05	8.84993e-05	0.000125106	7.39601e-05	3.68304e-05	6.48874e-05	0.00013364	0.000157577	0.000125257	0.000137677	0.000148816	0.000130203	0.000153583	5.19259e-05	0.000131477	9.13389e-05	5.60927e-05	9.58529e-05	0.000122584	0.000134517	8.55963e-05	5.29486e-05	8.4598e-05	0.000102467	9.5038e-05	0.000128853	0.000147782	0.000117417	9.30222e-05	6.80198e-05	0.00012776	5.05692e-05	0.000163139	0.000107246	9.13669e-05	8.29918e-05	0.000163078	0.000150438	7.97301e-05	2.65022e-05	7.13596e-05	0.000123669	0.00013064	0.000198035	0.000121787	0.000297491	0.000129855	0.000209293	0.000106503	0.000147461
PWY-4984: urea cycle	0.000164837	8.19702e-05	0.000125189	0.000140353	2.16188e-05	8.39956e-05	3.32272e-05	6.98185e-05	4.73372e-06	5.92563e-06	1.10658e-06	5.85592e-05	0.000117111	3.62972e-05	4.33801e-05	3.57688e-05	2.78427e-05	0.000211715	1.76565e-05	3.88645e-05	6.18483e-05	1.03482e-05	6.54858e-05	0.00011612	3.31334e-05	3.98544e-05	0.000153311	0.000146245	4.341e-05	0.000139162	1.18978e-05	1.53085e-05	0.00012671	0.000171319	5.31815e-05	8.75813e-05	2.34135e-05	8.46789e-05	2.35642e-05	9.48996e-05	1.60516e-06	3.59691e-05	0.000149371	9.49363e-05	3.87727e-06	5.70036e-05	8.18356e-06	8.33992e-05	8.03822e-05	0.000104043	3.2367e-06	2.17319e-05	2.96332e-05	6.32994e-05	4.78667e-05	2.79582e-05	5.5331e-05	9.91423e-06	3.61168e-05	1.14026e-05	6.51882e-05	4.01074e-05	4.98251e-05	0.000127914	7.00256e-05	7.47147e-05	6.69833e-05	0.000130227	8.545e-06	2.75439e-05	8.50095e-05	0.000120616	3.1243e-05	6.98052e-05	0.000176504	3.98118e-05	0.000185257	2.66103e-05	4.32473e-05	0.000127296	4.29156e-05	1.2846e-05	6.72152e-05	0.000137569	8.52544e-05	5.34433e-05
PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II	0.000161748	0.00010871	0.000177933	0.000174733	0.000179635	0.000102318	7.13037e-05	0.000169088	8.51986e-05	0.000132555	0.000156537	0.000143105	0.000185523	9.43286e-05	0.000124569	8.3629e-05	0.000123754	0.000106661	4.51668e-05	8.71847e-05	0.000136845	0.000224096	0.000111391	7.51861e-05	8.37582e-05	0.000110096	0.000102146	0.000247562	0.00010028	0.000142483	0.00021305	0.000158139	0.000157834	0.00018909	0.000138818	8.96165e-05	7.97775e-05	0.000104423	0.000103174	0.000123723	0.000103782	0.00021654	0.000157703	0.000143156	8.4022e-05	0.000123449	0.000155277	0.000148563	9.35908e-05	0.000138913	0.00017187	0.000119561	0.00010959	0.000107453	8.03338e-05	0.00012938	9.53434e-05	0.000118291	0.000107943	0.000115553	0.000107231	9.86675e-05	0.000149125	9.73452e-05	9.0146e-05	0.000184293	0.000176606	0.000136012	0.000131537	0.000143591	9.62589e-05	0.000151266	0.000170844	0.000182611	0.000117879	6.24991e-05	0.000113312	0.000134625	0.000117634	0.000120271	0.000138287	0.000196399	4.8609e-05	0.000144515	0.00015229	0.000127568
PWY66-400: glycolysis VI (metazoan)	0.000158991	0.000298983	9.10412e-05	0.00017899	0.000131697	0.000124281	9.76711e-05	0.000189699	0.00010313	0.000191636	0.000269187	0.000224377	0.000161593	0.00017467	0.00021774	4.60159e-05	0.000214871	8.16977e-05	6.08937e-05	7.52708e-05	6.45377e-05	0.00031623	0.000260767	0.000145595	0.000201209	0.000150981	8.15779e-05	0.000142149	5.81153e-05	0.000173335	0.000177566	0.000206229	8.36684e-05	0.000112325	0.000117972	0.000183247	5.78206e-05	6.46032e-05	0.000176273	7.16166e-05	0.000111802	0.000197245	9.52402e-05	0.000129934	0.000218727	0.000271785	0.000299515	0.000189369	6.746e-05	7.48736e-05	0.000204512	7.81686e-05	0.000155199	0.00011683	0.000224312	0.000261964	0.000174127	0.000164309	0.000101076	7.70741e-05	0.000117444	5.93047e-05	0.000226126	0.000126268	0.00019052	0.000213518	0.000110945	0.000114433	0.000254187	0.000191835	7.65919e-05	9.77902e-05	0.000208569	0.000163705	0.000122823	0.000102438	6.60123e-05	9.83722e-05	0.000258442	0.000200625	0.00012609	8.10079e-05	3.33175e-05	0	0.000106001	0.000237296
PWY0-1296: purine ribonucleosides degradation	0.000158963	0.000109644	0.000395805	0.0001743	0.00025433	0.000103368	0.000276906	0.000173159	0.000148139	0.000194146	0.000298003	0.000153673	0.00018238	0.000159746	0.000151184	0.000178255	0.00039373	0.000250312	9.59068e-05	0.000166507	0.000119731	0.000325415	0.000193616	8.88055e-05	0.000120634	0.000196042	6.2871e-05	0.000136872	0.000147759	0.000142826	0.000403019	0.00019087	0.000219588	0.0001771	0.000179472	6.87138e-05	0.0001818	0.000124267	0.000146339	0.000131128	0.000180351	0.00019956	0.000153221	0.000228855	0.000177769	0.0001958	0.000211182	0.000165546	0.000120178	0.000172706	0.000309747	0.000122923	0.000211204	0.000201965	0.000185792	0.000221598	0.000102678	0.000194649	0.000233025	0.000295013	0.000213139	9.49065e-05	0.000211775	0.000140916	0.000149852	0.000174595	0.000212689	0.000145773	0.000229927	0.000237106	0.000156572	0.000202101	0.000224584	0.000191344	0.000138352	7.30974e-05	0.000260426	0.000276661	0.00014592	0.0001332	0.000152971	0.000414471	7.01988e-05	6.04771e-05	0.00032095	0.000161427
GLUCONEO-PWY: gluconeogenesis I	0.00015449	0.000260382	0.000110981	0.000147903	0.000125527	0.000147186	8.55553e-05	0.000167244	7.1246e-05	0.000188368	0.000197468	0.000174735	0.000150793	0.000140469	0.000125804	8.35144e-05	0.000158002	0.000107299	5.29309e-05	7.65985e-05	8.15959e-05	0.000148083	0.000155523	0.000126467	0.000135013	0.000118097	9.5346e-05	0.000152803	6.41961e-05	0.000194227	0.000139655	0.000161832	0.000107474	0.000129428	0.000108836	0.000159291	6.04885e-05	6.90282e-05	0.000157481	7.94302e-05	6.3975e-05	0.000141692	0.000114682	0.000123207	0.000182491	0.000196747	0.000223991	0.000176707	8.68159e-05	8.62466e-05	0.000143368	8.43521e-05	8.93868e-05	0.000126026	0.000180786	0.000209198	0.000118521	9.13067e-05	0.000101841	7.42103e-05	0.000123467	7.70304e-05	0.000170743	0.000131039	0.000150937	0.000105452	0.000119847	0.000121812	0.000177512	0.000139258	8.58326e-05	9.82687e-05	0.000171389	0.000140112	0.000125794	7.08328e-05	8.5841e-05	0.000107845	0.000171807	0.000203136	9.42198e-05	8.70962e-05	4.67092e-05	0	9.57017e-05	0.000168819
PWY-6317: galactose degradation I (Leloir pathway)	0.000149821	9.01013e-05	0.000358785	0.000144696	0.000202943	4.34606e-05	0.000250386	0.000125687	0.000119938	0.00013288	0.00014781	0.000146625	0.000131247	0.000164658	0.000108111	9.08771e-05	0.00037268	0.000246263	8.85404e-05	0.000169505	0.000137595	0.000304912	0.000125458	0.000275411	0.0001131	0.000158535	0.000192651	0.000134604	0.000101885	0.000149896	0.000187659	0.000163828	0.000181537	0.000166515	0.000168121	6.27508e-05	0.000159532	0.00011977	0.00015556	0.000132828	0.000121258	0.000143076	0.000195734	0.000215309	0.000151188	0.000186795	0.000148939	0.000171068	5.9468e-05	0.00013034	0.000206687	8.18291e-05	0.000105212	0.000190761	0.000133249	0.000200515	8.98833e-05	0.000189571	0.000237283	0.000296237	0.000189167	0.0001876	0.000167275	0.000137365	0.000199253	0.000115778	0.000283266	0.000164796	0.000138673	0.000181925	0.000109912	0.000260981	0.000223884	0.000166881	0.000140337	7.97016e-05	0.000257378	0.000335356	0.000130223	0.000172257	0.00014699	0.000357922	7.06433e-05	0.000158263	0.000146583	0.000138541
PWY-5100: pyruvate fermentation to acetate and lactate II	0.000149012	4.93818e-05	0.000331726	0.000114612	0.000196451	4.84259e-05	0.000169457	0.000137416	0.000117363	0.000118587	0.000133074	0.000107678	9.20918e-05	9.98697e-05	8.10518e-05	0.000106169	0.000295712	9.49087e-05	6.88705e-05	0.000133636	5.79334e-05	0.000224943	8.34762e-05	5.66474e-05	9.56774e-05	0.0001326	3.87519e-05	4.64719e-05	7.59995e-05	0.000112842	0.000134644	0.000158573	0.000133012	0.000124607	0.000146737	5.19471e-05	0.000176282	6.34262e-05	0.000104829	0.000152866	0.00018639	0.000136849	8.99517e-05	0.000201027	0.00013301	0.000177032	0.000174656	0.00020296	4.12156e-05	8.66145e-05	0.000199122	7.54003e-05	7.75929e-05	0.000155675	0.000121346	0.000144007	8.85887e-05	0.000150078	0.000190078	0.000186509	0.000154364	4.56973e-05	0.000290109	0.000104807	8.75177e-05	0.000136514	0.000115137	0.000160304	8.53059e-05	0.00020039	0.000100243	6.84295e-05	0.000194069	0.000159746	0.000154592	5.76503e-05	0.000225248	0.00017046	0.000126357	0.000109455	0.00012647	0.000337616	6.37548e-05	8.0839e-05	0.000172067	8.81368e-05
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.000148385	0.000190936	7.84318e-05	0.000122603	3.58432e-05	0.000197747	3.31875e-05	6.85823e-05	1.25764e-05	0.000220488	0.000200512	0.000177639	0.000154671	7.31681e-05	6.18132e-05	2.18703e-05	3.27773e-05	0.000133092	1.28123e-05	2.38642e-05	0.000118073	0.000106383	0.00013717	0.000102191	0.000112414	5.21522e-05	0.000135552	0.000110958	0.000161719	0.000151831	0.000200244	4.01106e-05	0.000161278	0.000118363	4.67311e-05	0.000223751	7.5024e-06	6.63168e-05	0.000127952	4.4939e-05	2.57172e-05	3.00627e-05	0.000152807	6.98137e-05	0.000223117	2.63736e-05	0.000122297	0.000124033	0.000165723	6.10932e-05	5.29757e-05	5.52261e-05	2.07664e-05	7.22112e-05	0.00015561	0.000212109	8.38573e-05	3.51389e-05	1.82281e-05	1.28397e-05	6.48327e-05	0.000127085	9.29729e-05	9.88378e-05	0.000114141	8.3064e-05	0.000112775	6.03967e-05	0.000142272	4.59124e-05	6.37367e-05	7.18603e-05	0.000128688	7.20821e-05	9.45532e-05	3.92844e-05	3.99266e-05	2.37862e-05	0.000109134	0.000211176	7.43549e-05	2.56479e-05	0.000143516	0.000242308	0.000125224	0.0001539
PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I	0.000148106	0.000104967	0.000122895	0.000172943	0.000113853	9.52236e-05	4.32472e-05	0.00015641	6.70237e-05	9.89934e-05	0.000143224	0.000138534	0.000168657	6.32094e-05	9.37851e-05	6.70084e-05	6.97409e-05	9.08807e-05	3.29274e-05	6.10521e-05	0.000140908	0.000166856	0.000110731	7.034e-05	5.98992e-05	6.19973e-05	9.59925e-05	0.000267105	9.31605e-05	0.000133438	0.000167642	9.2946e-05	0.000163866	0.000193471	0.000117043	0.00011193	5.12022e-05	6.82308e-05	9.90928e-05	0.0001054	5.44903e-05	0.000189484	0.000142494	0.000120608	6.91708e-05	6.75573e-05	0.000125324	0.000123311	9.79862e-05	0.00014625	0.000146886	0.000101099	6.42738e-05	9.13164e-05	7.40992e-05	0.000130241	9.16551e-05	8.03081e-05	6.51673e-05	2.54381e-05	8.94108e-05	9.04233e-05	0.000107596	9.22789e-05	9.53624e-05	0.000204229	0.000113336	0.000100714	0.000129156	9.53718e-05	8.69801e-05	9.63189e-05	0.000144229	0.000141128	0.000105027	6.45359e-05	0.000105081	7.74732e-05	0.000110191	0.000121586	0.000127373	0.000109894	4.55501e-05	0.000136835	0.000142299	0.000114016
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.000146705	0.000295433	0.00010546	0.000164945	0.000186706	0.000123353	8.63155e-05	0.000179886	9.31958e-05	0.00022953	0.000257172	0.000213588	0.000198524	0.000165223	0.000206924	5.6226e-05	0.000200956	0.00011464	5.57058e-05	6.95375e-05	0.00012991	0.000275556	0.000235306	0.000133557	0.000193617	0.000146823	0.000118012	0.000172641	0.000124865	0.000159502	0.000341276	0.00019852	0.000187954	0.000167435	0.000106039	0.000180873	5.3386e-05	6.00977e-05	0.000165902	6.51737e-05	0.000116622	0.000200652	0.000141987	0.00011663	0.000233015	0.000303569	0.000238592	0.000179099	0.000136344	8.52682e-05	0.000181343	8.81736e-05	0.000156933	0.000107095	0.00022081	0.00026111	0.00016474	0.000155464	0.000108912	7.00119e-05	0.000107619	0.000168925	0.000210661	0.000118076	0.000178781	0.000193041	0.000203244	0.00010815	0.000257345	0.000169792	6.98112e-05	0.000122124	0.000191063	0.000150498	0.000111949	9.06968e-05	7.82658e-05	8.88402e-05	0.000240052	0.000209667	0.000114767	0.000138414	0.000120334	0.000278658	9.62164e-05	0.000213122
