cohort	membership	random_module_id	n_pathways	contrast	delta_mean	abs_delta_ge_true	same_direction_as_true	matching_method	exact_bin_matches	relaxed_mean_prevalence_matches	global_fallback_matches	pathways
QinN_2014	conservative	random_00016	5	cirrhosis_minus_healthy	-0.017378202892134098	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6168;GALACTARDEG-PWY;PWY-6531;PWY-6876;PWY-5392
QinN_2014	conservative	random_00017	5	cirrhosis_minus_healthy	-0.13250491285838706	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6386;P42-PWY;PWY-6531;PWY0-321;PWY-6435
QinN_2014	conservative	random_00018	5	cirrhosis_minus_healthy	0.00657111637333152	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5973;PWY-6531;PWY4LZ-257;PWY-7245;PWY-5705
QinN_2014	conservative	random_00019	5	cirrhosis_minus_healthy	-0.021141963605408876	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6168;GOLPDLCAT-PWY;PWY-6531;PWY-1541;PWY0-1338
QinN_2014	conservative	random_00020	5	cirrhosis_minus_healthy	0.059655332609247935	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5103;PWY-6531;GLUCARGALACTSUPER-PWY;PWY-5656;PWY-5705
QinN_2014	conservative	random_00021	5	cirrhosis_minus_healthy	-0.12712292680337622	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5667;P42-PWY;PWY-5022;PWY-7371;P125-PWY
QinN_2014	conservative	random_00022	5	cirrhosis_minus_healthy	0.004138684200825082	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6897;PWY4LZ-257;P185-PWY;PWY-6185;PWY66-388
QinN_2014	conservative	random_00023	5	cirrhosis_minus_healthy	0.157780233963714	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6125;PWY-5005;GALACTARDEG-PWY;PWY-6182;PWY-5910
QinN_2014	conservative	random_00024	5	cirrhosis_minus_healthy	-0.05600940802925525	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6277;PWY-6590;GOLPDLCAT-PWY;PWY-5088;ECASYN-PWY
QinN_2014	conservative	random_00025	5	cirrhosis_minus_healthy	-0.10680104179006022	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6700;PWY4LZ-257;PWY-5384;PWY1G-0;PWY-7039
QinN_2014	conservative	random_00026	5	cirrhosis_minus_healthy	-0.15481187245738415	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6387;PWY-6590;PWY-7198;PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY;P562-PWY
QinN_2014	conservative	random_00027	5	cirrhosis_minus_healthy	-0.0674938004334189	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6121;GALACTARDEG-PWY;PWY-5022;PWY-7031;PWY-5004
QinN_2014	conservative	random_00028	5	cirrhosis_minus_healthy	-0.14302872472870742	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6385;P108-PWY;PWY-6531;PWY-5392;PWY-6143
QinN_2014	conservative	random_00029	5	cirrhosis_minus_healthy	0.027324393185436335	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5103;PWY-6590;PWY-5384;PWY-5088;PWY-5101
QinN_2014	conservative	random_00030	5	cirrhosis_minus_healthy	-0.11239138583553654	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6387;GOLPDLCAT-PWY;PWY-5005;PWY-6396;PWY-7039
QinN_2014	conservative	random_00031	5	cirrhosis_minus_healthy	-0.08693611147273295	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5695;P185-PWY;GLUCARDEG-PWY;PWY-5088;PWY-7039
QinN_2014	conservative	random_00032	5	cirrhosis_minus_healthy	-0.035777285165539574	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6892;P108-PWY;PWY-6531;PWY-7371;PWY-101
QinN_2014	conservative	random_00033	5	cirrhosis_minus_healthy	-0.04873304968287506	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5695;GLUCARGALACTSUPER-PWY;HEMESYN2-PWY;PWY0-321;PWY-6182
QinN_2014	conservative	random_00034	5	cirrhosis_minus_healthy	-0.05988787132715245	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5154;GLUCARGALACTSUPER-PWY;PWY-5384;PWY-7409;3-HYDROXYPHENYLACETATE-DEGRADATION-PWY
QinN_2014	conservative	random_00035	5	cirrhosis_minus_healthy	-0.1059931060195467	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5154;PWY-6891;P42-PWY;PWY-7371;PWY0-321
QinN_2014	conservative	random_00036	5	cirrhosis_minus_healthy	0.00448992378134605	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6317;PWY-6590;P108-PWY;3-HYDROXYPHENYLACETATE-DEGRADATION-PWY;KDO-NAGLIPASYN-PWY
QinN_2014	conservative	random_00037	5	cirrhosis_minus_healthy	-0.06550403583714104	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6121;PWY-6531;P185-PWY;PWY-6785;PWY-922
QinN_2014	conservative	random_00038	5	cirrhosis_minus_healthy	-0.10517462713629655	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6387;P185-PWY;PWY-5384;PWY5F9-12;PWY-7279
QinN_2014	conservative	random_00039	5	cirrhosis_minus_healthy	-0.08426979290485814	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6122;PWY-6590;GOLPDLCAT-PWY;PWY66-388;PWY-7371
QinN_2014	conservative	random_00040	5	cirrhosis_minus_healthy	-0.08293381802788247	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5154;GOLPDLCAT-PWY;PWY-5005;PWY-7245;PWY-5101
QinN_2014	conservative	random_00041	5	cirrhosis_minus_healthy	0.1691577367339825	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6125;GLUCARGALACTSUPER-PWY;HEMESYN2-PWY;PROPFERM-PWY;PWY-6823
QinN_2014	conservative	random_00042	5	cirrhosis_minus_healthy	-0.006514722448165422	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6124;PWY4LZ-257;PWY-5022;PWY0-41;UDPNACETYLGALSYN-PWY
QinN_2014	conservative	random_00043	5	cirrhosis_minus_healthy	-0.14874078796192958	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6609;PWY-7198;PWY-6891;PWY-5417;PWY-5705
QinN_2014	conservative	random_00044	5	cirrhosis_minus_healthy	-0.04435494593315514	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6897;GLUCARDEG-PWY;PWY-7198;URDEGR-PWY;PWY-7288
QinN_2014	conservative	random_00045	5	cirrhosis_minus_healthy	-0.032986543964041104	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6124;P108-PWY;PWY-5005;PWY-6396;PWY-6823
QinN_2014	conservative	random_00046	5	cirrhosis_minus_healthy	0.07620548860671139	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6147;PWY-6891;GALACTARDEG-PWY;URSIN-PWY;PWY1G-0
QinN_2014	conservative	random_00047	5	cirrhosis_minus_healthy	-0.01748505680914736	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6897;PWY-6891;P42-PWY;PWY-7279;PWY5F9-12
QinN_2014	conservative	random_00048	5	cirrhosis_minus_healthy	0.0013885247694211955	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6897;GOLPDLCAT-PWY;GLUCARGALACTSUPER-PWY;PWY-7288;PWY-7094
QinN_2014	conservative	random_00049	5	cirrhosis_minus_healthy	-0.035816345579108066	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6123;PWY-7198;PWY-6531;PWY-5509;P125-PWY
QinN_2014	conservative	random_00050	5	cirrhosis_minus_healthy	-0.12803482995721716	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5667;P185-PWY;PWY-7198;PWY-5417;PWY-6562
QinN_2014	conservative	random_00051	5	cirrhosis_minus_healthy	-0.023173986590674822	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6124;P42-PWY;PWY-6531;PWY-6215;UBISYN-PWY
QinN_2014	conservative	random_00052	5	cirrhosis_minus_healthy	-0.08422531095775643	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6123;P42-PWY;PWY-6590;PWY-6143;PWY-7616
QinN_2014	conservative	random_00053	5	cirrhosis_minus_healthy	-0.03733018335270266	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6897;P42-PWY;P108-PWY;PWY-5705;PWY-7294
QinN_2014	conservative	random_00054	5	cirrhosis_minus_healthy	-0.16978000105625934	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5667;PWY-5022;PWY-6590;PWY-7279;PWY-1541
QinN_2014	conservative	random_00055	5	cirrhosis_minus_healthy	0.005425918602942836	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6892;PWY-5022;GOLPDLCAT-PWY;PWY66-388;PWY-5415
QinN_2014	conservative	random_00056	5	cirrhosis_minus_healthy	-0.04260269403881267	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6168;P108-PWY;PWY-5005;CATECHOL-ORTHO-CLEAVAGE-PWY;PWY-7245
QinN_2014	conservative	random_00057	5	cirrhosis_minus_healthy	-0.04068664972793812	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6277;P108-PWY;GALACTARDEG-PWY;DENITRIFICATION-PWY;PWY-6215
QinN_2014	conservative	random_00058	5	cirrhosis_minus_healthy	0.05501816276298843	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6892;PPGPPMET-PWY;PWY-5005;PWY-7245;PWY-5514
QinN_2014	conservative	random_00059	5	cirrhosis_minus_healthy	-0.0438266771741862	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6277;PWY-6891;PWY-7198;LPSSYN-PWY;PWY-6182
QinN_2014	conservative	random_00060	5	cirrhosis_minus_healthy	-0.10966731474166735	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6385;PWY-5022;PWY-5005;PWY-5178;PWY-5910
QinN_2014	conservative	random_00061	5	cirrhosis_minus_healthy	0.01082933990615409	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5973;GOLPDLCAT-PWY;PWY-6891;PWY-6823;3-HYDROXYPHENYLACETATE-DEGRADATION-PWY
QinN_2014	conservative	random_00062	5	cirrhosis_minus_healthy	-0.11360317592373192	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6163;PWY-6531;PWY-7198;PWY-7245;ECASYN-PWY
QinN_2014	conservative	random_00063	5	cirrhosis_minus_healthy	-0.09335809807862461	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6387;PPGPPMET-PWY;GALACTARDEG-PWY;PWY-622;PWY-6215
QinN_2014	conservative	random_00064	5	cirrhosis_minus_healthy	-0.08046498287625692	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6703;GLUCARDEG-PWY;PWY-5384;PWY-5004;PWY0-321
QinN_2014	conservative	random_00065	5	cirrhosis_minus_healthy	0.1095570740982339	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6147;GLUCARDEG-PWY;PWY-5384;PWY-1541;PWY-7279
QinN_2014	conservative	random_00066	5	cirrhosis_minus_healthy	-0.009556268260356049	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6277;P42-PWY;HEMESYN2-PWY;PWY-101;PWY-5656
QinN_2014	conservative	random_00067	5	cirrhosis_minus_healthy	-0.09256679440266158	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5667;PWY-6891;HEMESYN2-PWY;PWY-5705;UDPNACETYLGALSYN-PWY
QinN_2014	conservative	random_00068	5	cirrhosis_minus_healthy	0.010210686313182116	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6168;P185-PWY;PWY4LZ-257;3-HYDROXYPHENYLACETATE-DEGRADATION-PWY;PWY-6182
QinN_2014	conservative	random_00069	5	cirrhosis_minus_healthy	-0.12437706508913582	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6385;P185-PWY;GOLPDLCAT-PWY;PWY-6143;PWY-7165
QinN_2014	conservative	random_00070	5	cirrhosis_minus_healthy	-0.17090457307267926	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6737;HEMESYN2-PWY;PWY-6531;AEROBACTINSYN-PWY;PWY-7269
QinN_2014	conservative	random_00071	5	cirrhosis_minus_healthy	-0.09417278856203115	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5097;PPGPPMET-PWY;GALACTARDEG-PWY;PWY-6071;PWY-5004
QinN_2014	conservative	random_00072	5	cirrhosis_minus_healthy	-0.0721722615959548	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6277;P185-PWY;PWY-6590;PWY-5178;KDO-NAGLIPASYN-PWY
QinN_2014	conservative	random_00073	5	cirrhosis_minus_healthy	0.019898590432278596	False	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6124;PWY-5005;HEMESYN2-PWY;PWY-6185;PWY-5415
QinN_2014	conservative	random_00074	5	cirrhosis_minus_healthy	-0.005052212156208213	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6124;PWY-5384;P42-PWY;PWY-5692;PWY-7245
QinN_2014	conservative	random_00075	5	cirrhosis_minus_healthy	-0.22104931271764716	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6737;GLUCARGALACTSUPER-PWY;PWY-6590;PWY-6785;PWY-922
QinN_2014	conservative	random_00076	5	cirrhosis_minus_healthy	-0.12165453722175901	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5097;PWY-7198;PWY-6531;PWY0-321;PWY-5910
QinN_2014	conservative	random_00077	5	cirrhosis_minus_healthy	-0.1510012801438183	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5667;PWY-6891;PWY-6590;PWY-5088;PWY-7094
QinN_2014	conservative	random_00078	5	cirrhosis_minus_healthy	-0.03516655973861216	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6168;PWY-6590;PWY4LZ-257;PWY-4321;PWY-6562
QinN_2014	conservative	random_00079	5	cirrhosis_minus_healthy	0.06350568791028	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6317;PWY-5384;PWY-6531;PWY-7616;PWY-5514
QinN_2014	conservative	random_00080	5	cirrhosis_minus_healthy	-0.13193375381716965	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6385;PWY-7198;P185-PWY;UBISYN-PWY;PWY-7371
QinN_2014	conservative	random_00081	5	cirrhosis_minus_healthy	-0.019747187736659733	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6122;HEMESYN2-PWY;P108-PWY;PWY-5656;PWY5F9-12
QinN_2014	conservative	random_00082	5	cirrhosis_minus_healthy	-0.21029294440130109	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6737;PWY-6531;GOLPDLCAT-PWY;PWY-5178;PWY-6396
QinN_2014	conservative	random_00083	5	cirrhosis_minus_healthy	-0.019045999889134357	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6897;P108-PWY;PPGPPMET-PWY;PWY-7288;DENITRIFICATION-PWY
QinN_2014	conservative	random_00084	5	cirrhosis_minus_healthy	-0.061461132266705576	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6163;HEMESYN2-PWY;GLUCARDEG-PWY;P125-PWY;URSIN-PWY
QinN_2014	conservative	random_00085	5	cirrhosis_minus_healthy	-0.0842766255486449	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5154;PWY-5022;PPGPPMET-PWY;CATECHOL-ORTHO-CLEAVAGE-PWY;PWY-5705
QinN_2014	conservative	random_00086	5	cirrhosis_minus_healthy	-0.1354267739589785	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6700;P108-PWY;GALACTARDEG-PWY;PWY-7031;PWY-6182
QinN_2014	conservative	random_00087	5	cirrhosis_minus_healthy	-0.09681862864232205	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6897;PWY-6590;PWY-7198;P562-PWY;ALLANTOINDEG-PWY
QinN_2014	conservative	random_00088	5	cirrhosis_minus_healthy	-0.08226030450560184	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6277;PWY-6590;PWY-5022;PWY-5431;PWY-6435
QinN_2014	conservative	random_00089	5	cirrhosis_minus_healthy	0.0685268970245545	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6317;PWY-6891;P108-PWY;P125-PWY;LPSSYN-PWY
QinN_2014	conservative	random_00090	5	cirrhosis_minus_healthy	-0.19101172266131528	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6737;PWY-5005;PWY-7198;PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY;PWY-7268
QinN_2014	conservative	random_00091	5	cirrhosis_minus_healthy	0.043220871209141976	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5103;PWY-6531;PWY-5005;PWY1G-0;PWY-622
QinN_2014	conservative	random_00092	5	cirrhosis_minus_healthy	0.03761462155068518	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5103;PWY-5022;P185-PWY;AEROBACTINSYN-PWY;PWY-5101
QinN_2014	conservative	random_00093	5	cirrhosis_minus_healthy	0.10198030235384437	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6527;PWY-7198;PWY-6531;PWY-5415;ALLANTOINDEG-PWY
QinN_2014	conservative	random_00094	5	cirrhosis_minus_healthy	-0.018601679736955923	False	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6277;PWY-5005;GALACTARDEG-PWY;PWY0-1338;P162-PWY
QinN_2014	conservative	random_00095	5	cirrhosis_minus_healthy	-0.09754040501819361	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6163;P108-PWY;PPGPPMET-PWY;PWY-7616;PWY-7446
QinN_2014	conservative	random_00096	5	cirrhosis_minus_healthy	-0.09056083814815707	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6151;PWY-5005;GLUCARGALACTSUPER-PWY;PWY66-367;PWY0-41
QinN_2014	conservative	random_00097	5	cirrhosis_minus_healthy	0.06743341043706863	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6317;GALACTARDEG-PWY;P108-PWY;CATECHOL-ORTHO-CLEAVAGE-PWY;DENITRIFICATION-PWY
QinN_2014	conservative	random_00098	5	cirrhosis_minus_healthy	-0.13649995889847322	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6700;PWY-5022;PWY-5384;PWY-7039;PWY-5101
QinN_2014	conservative	random_00099	5	cirrhosis_minus_healthy	-0.15000219369702705	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6609;PWY-6531;PWY-5022;KDO-NAGLIPASYN-PWY;P125-PWY
QinN_2014	conservative	random_00100	5	cirrhosis_minus_healthy	-0.08255706600668322	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6163;GOLPDLCAT-PWY;P42-PWY;PWY-6876;UBISYN-PWY
QinN_2014	conservative	random_00101	5	cirrhosis_minus_healthy	-0.10290763418880644	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-5695;P185-PWY;P108-PWY;P621-PWY;PWY-7371
QinN_2014	conservative	random_00102	5	cirrhosis_minus_healthy	-0.12218985013750139	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6700;HEMESYN2-PWY;PWY-6531;AEROBACTINSYN-PWY;PWY0-321
QinN_2014	conservative	random_00103	5	cirrhosis_minus_healthy	0.0527925263766571	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6147;PWY-7198;P185-PWY;PWY1G-0;PWY-5392
QinN_2014	conservative	random_00104	5	cirrhosis_minus_healthy	-0.12455591092768259	True	True	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6386;P108-PWY;GALACTARDEG-PWY;PWY-6435;PWY-7245
QinN_2014	conservative	random_00105	5	cirrhosis_minus_healthy	0.157962408484293	True	False	pathway_count_plus_mean_abundance_prevalence_variance_zero_fraction_quintiles	5	0	0	PWY-6527;P108-PWY;P185-PWY;3-HYDROXYPHENYLACETATE-DEGRADATION-PWY;PWY-7269
