cohort	membership	module	contrast	true_delta_mean	n_random_modules	random_delta_min	random_delta_q025	random_delta_q25	random_delta_median	random_delta_q75	random_delta_q975	random_delta_max	random_abs_delta_q95	exact_bin_match_fraction	relaxed_mean_prevalence_match_fraction	global_fallback_fraction
QinN_2014	conservative	overall_fermentation	cirrhosis_minus_healthy	-0.029581095075310593	5000	-0.24870430384319686	-0.1853308844211267	-0.11365184206623047	-0.06306902154431304	0.0068882459721693046	0.157611414297817	0.23132852892111178	0.17395888702884296	1.0	0.0	0.0
QinN_2014	expanded	overall_fermentation	cirrhosis_minus_healthy	0.07280146334081472	5000	-0.20489871963763306	-0.12703381913407702	-0.05418417356682248	0.0018351940383500853	0.07388830626954901	0.22593686841728894	0.3371171454488975	0.19690691941931698	1.0	0.0	0.0
